# BUSCO version is: 5.2.2 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2021-02-19, number of genomes: 26, number of BUSCOs: 3640)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1697at7898	Duplicated	JAFDUU010011572.1	544590	568126	+	4007.9	1933	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1697at7898	Duplicated	JAFDUU010013378.1	1525317	1548573	-	4007.9	1933	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1709at7898	Complete	JAFDUU010013314.1	1372600	1389478	+	2634.5	1569	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Duplicated	JAFDUU010012798.1	3141425	3356715	-	3052.0	1848	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1867at7898	Duplicated	JAFDUU010013400.1	1700444	1952988	-	3051.9	1848	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1955at7898	Duplicated	JAFDUU010012069.1	1145521	1193578	+	3290.2	1845	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
1955at7898	Duplicated	JAFDUU010012605.1	1212514	1260683	+	3290.2	1845	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
2212at7898	Missing
2355at7898	Duplicated	JAFDUU010012311.1	449175	556014	-	3289.2	1854	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2355at7898	Duplicated	JAFDUU010013405.1	711362	818159	+	3289.2	1854	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2390at7898	Complete	JAFDUU010011854.1	207085	329077	-	2719.7	1646	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2421at7898	Complete	JAFDUU010011849.1	2057929	2083468	-	3089.8	1844	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2494at7898	Complete	JAFDUU010012268.1	9115611	9180887	+	1894.5	1335	https://www.orthodb.org/v10?query=2494at7898	rotatin
2517at7898	Complete	JAFDUU010011849.1	1439796	1456027	-	2300.1	1361	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Complete	JAFDUU010011271.1	955866	996092	-	2459.1	1810	https://www.orthodb.org/v10?query=2564at7898	nucleolar pre-ribosomal-associated protein 1
2589at7898	Complete	JAFDUU010013308.1	2137619	2209040	+	3030.8	1645	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2616at7898	Complete	JAFDUU010013492.1	341221	369138	+	3562.8	1820	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2652at7898	Complete	JAFDUU010007811.1	339812	364070	+	3087.2	1673	https://www.orthodb.org/v10?query=2652at7898	HEAT repeat-containing protein 5B
2721at7898	Complete	JAFDUU010011197.1	1395164	1404130	-	1568.4	1362	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Complete	JAFDUU010012588.1	6879566	6901964	+	3410.4	2055	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Duplicated	JAFDUU010012591.1	3553856	3559369	+	1785.2	1333	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2748at7898	Duplicated	JAFDUU010013373.1	4071235	4076748	+	1785.2	1333	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Duplicated	JAFDUU010012547.1	1672469	1693550	-	3277.2	1752	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2763at7898	Duplicated	JAFDUU010013012.1	118080	136102	-	3277.2	1752	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2857at7898	Complete	JAFDUU010013133.1	2129403	2209559	-	2792.0	1520	https://www.orthodb.org/v10?query=2857at7898	zinc finger protein castor homolog 1 isoform X1
2862at7898	Complete	JAFDUU010013240.1	905938	914019	-	1481.0	1728
3036at7898	Duplicated	JAFDUU010012632.1	1060654	1117219	-	2609.3	1561	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3036at7898	Duplicated	JAFDUU010013066.1	172945	230794	+	2609.3	1561	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3037at7898	Complete	JAFDUU010012585.1	3721234	3826022	-	2906.5	1564	https://www.orthodb.org/v10?query=3037at7898	low-density lipoprotein receptor-related protein 4
3098at7898	Duplicated	JAFDUU010011199.1	5616	23654	-	1685.3	1144
3098at7898	Duplicated	JAFDUU010011989.1	1420534	1458346	-	1752.9	1200
3098at7898	Duplicated	JAFDUU010013128.1	289234	307272	+	1685.3	1144
3133at7898	Missing
3278at7898	Complete	JAFDUU010011152.1	1018354	1084448	+	3256.8	1555
3359at7898	Complete	JAFDUU010013213.1	50827	127288	+	2957.7	1924	https://www.orthodb.org/v10?query=3359at7898	kinetochore-associated protein 1
3551at7898	Complete	JAFDUU010011849.1	3027091	3128870	+	2940.2	1505	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3552at7898	Complete	JAFDUU010013282.1	4924709	4944725	+	2661.5	1601
3601at7898	Missing
3636at7898	Duplicated	JAFDUU010012385.1	2307099	2333408	-	2883.3	1573	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3636at7898	Duplicated	JAFDUU010013456.1	248601	274266	+	2540.9	1425	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3668at7898	Duplicated	JAFDUU010012588.1	1104756	1118502	+	1551.0	1413	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3668at7898	Duplicated	JAFDUU010012779.1	557545	571225	+	1551.3	1413	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Duplicated	JAFDUU010012825.1	607049	614560	-	1026.9	1490	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3678at7898	Duplicated	JAFDUU010012889.1	771602	779113	-	1022.1	1524	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Complete	JAFDUU010011933.1	556022	570799	+	1608.1	1207	https://www.orthodb.org/v10?query=3802at7898	cilia- and flagella-associated protein 65
3849at7898	Complete	JAFDUU010011231.1	1091788	1111090	+	2744.2	1450	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3878at7898	Complete	JAFDUU010012646.1	350538	369312	-	1644.6	1123	https://www.orthodb.org/v10?query=3878at7898	cardiomyopathy-associated protein 5
3909at7898	Complete	JAFDUU010012585.1	1330201	1356980	+	2508.1	1476	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Complete	JAFDUU010013370.1	2297829	2310669	-	3044.3	1701	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	JAFDUU010013323.1	1882410	1926997	-	1922.8	1170	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Complete	JAFDUU010013244.1	4543794	4566489	+	2468.0	1349	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Duplicated	JAFDUU010012639.1	1054033	1115909	+	2152.5	1482	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4182at7898	Duplicated	JAFDUU010013406.1	941941	1008711	+	2124.4	1482	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Duplicated	JAFDUU010012770.1	3550708	3579941	-	1987.9	1324	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4232at7898	Duplicated	JAFDUU010012951.1	371593	414133	-	2298.7	1521	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	JAFDUU010012657.1	540048	598592	-	2543.3	1414	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Complete	JAFDUU010004733.1	40653	101757	-	1781.4	1646	https://www.orthodb.org/v10?query=4363at7898	kielin/chordin-like protein
4391at7898	Duplicated	JAFDUU010013177.1	1051037	1063168	-	3678.6	1901	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4391at7898	Duplicated	JAFDUU010013418.1	535499	547628	-	3678.6	1901	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	JAFDUU010011238.1	120600	190206	+	2591.8	1399	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Duplicated	JAFDUU010012253.1	1457134	1474175	+	812.8	660	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4528at7898	Duplicated	JAFDUU010013052.1	3303652	3320697	-	812.6	660	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Complete	JAFDUU010012576.1	969429	1031036	-	2751.5	1416	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Duplicated	JAFDUU010013225.1	4768948	4791680	+	2251.2	1194	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4629at7898	Duplicated	JAFDUU010013450.1	48771	77396	-	2258.2	1220	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Missing
4849at7898	Complete	JAFDUU010011264.1	1140721	1164483	+	2868.0	1352	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Complete	JAFDUU010012537.1	2796463	2884561	+	3105.4	1663	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	JAFDUU010011376.1	977112	1087229	-	1613.9	1049	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Complete	JAFDUU010012640.1	417207	450825	+	2595.9	1319
5022at7898	Complete	JAFDUU010011188.1	2407124	2438117	+	2362.2	1236	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Duplicated	JAFDUU010012660.1	1665164	1683315	-	1949.1	1192	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5033at7898	Duplicated	JAFDUU010012784.1	102155	118459	-	1949.1	1192	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Complete	JAFDUU010013225.1	6722108	6747434	+	2513.5	1787	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Duplicated	JAFDUU010012825.1	1743515	1764180	+	1924.9	1187
5200at7898	Duplicated	JAFDUU010012889.1	1966639	1989693	+	1924.9	1187
5468at7898	Duplicated	JAFDUU010012900.1	833526	853858	+	1963.7	1382	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5468at7898	Duplicated	JAFDUU010013248.1	320251	340397	+	1990.4	1398	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	JAFDUU010012770.1	2768831	2788316	+	1611.7	1129	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	JAFDUU010013323.1	7273161	7306133	+	2313.7	1177	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Complete	JAFDUU010012749.1	3307682	3337167	-	2136.0	1271	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	JAFDUU010012630.1	4438318	4469872	+	1524.7	1134	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Duplicated	JAFDUU010011153.1	301035	343298	-	2649.5	1468	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5566at7898	Duplicated	JAFDUU010013314.1	1698650	1740942	-	2646.6	1468	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Complete	JAFDUU010012109.1	8187419	8205722	+	2972.1	1545	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Complete	JAFDUU010013403.1	793325	850408	+	2436.4	1203	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Duplicated	JAFDUU010008637.1	1328362	1343037	-	1327.2	1285
5622at7898	Duplicated	JAFDUU010011678.1	351709	366525	+	1327.2	1285
5661at7898	Complete	JAFDUU010013132.1	1857262	1878200	-	2490.3	1396	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	JAFDUU010013200.1	2235569	2270144	-	2554.4	1532
5752at7898	Complete	JAFDUU010012270.1	5022045	5078420	+	2364.1	1205	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Complete	JAFDUU010011989.1	4272608	4287245	+	1625.2	937	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	JAFDUU010013424.1	310354	354564	+	1734.4	1136	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Duplicated	JAFDUU010012777.1	568677	584251	-	1878.9	1111
6083at7898	Duplicated	JAFDUU010013326.1	1965460	1981030	-	1878.3	1111
6094at7898	Complete	JAFDUU010012882.1	3061436	3125905	-	2101.8	1202	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Complete	JAFDUU010013229.1	199943	241985	+	2030.1	1093	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Missing
6141at7898	Complete	JAFDUU010012548.1	990082	1013306	-	1959.9	1431	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Duplicated	JAFDUU010012623.1	1075830	1112686	-	1741.2	1240	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6211at7898	Duplicated	JAFDUU010013201.1	193162	230414	-	1741.2	1240	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Duplicated	JAFDUU010011930.1	1714435	1732123	+	1912.9	1463	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6222at7898	Duplicated	JAFDUU010013080.1	149187	166875	-	1912.9	1463	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Duplicated	JAFDUU010013018.1	181376	206888	-	2318.4	1103	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6239at7898	Duplicated	JAFDUU010013370.1	1507206	1532544	-	2317.9	1103	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Duplicated	JAFDUU010012622.1	874208	905020	-	2193.1	1273	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6262at7898	Duplicated	JAFDUU010013522.1	1996524	2027336	-	2194.2	1273	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6305at7898	Complete	JAFDUU010013468.1	1429365	1448102	-	2101.7	1054	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Complete	JAFDUU010013213.1	512801	534095	+	1919.6	1162	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Duplicated	JAFDUU010011310.1	723323	748569	-	1608.1	1402	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6383at7898	Duplicated	JAFDUU010011678.1	1572001	1597452	-	1608.1	1402	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Duplicated	JAFDUU010011381.1	296327	323894	+	2203.8	1403	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6557at7898	Duplicated	JAFDUU010011896.1	1507326	1534869	-	2203.8	1403	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Duplicated	JAFDUU010011989.1	5193665	5209788	-	1707.4	1233	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6598at7898	Duplicated	JAFDUU010012401.1	429275	445410	-	1707.1	1233	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	JAFDUU010012665.1	1050251	1072729	+	2260.5	1184	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Duplicated	JAFDUU010011449.1	2085199	2107040	+	2049.7	1067
6807at7898	Duplicated	JAFDUU010011892.1	773444	795287	-	2049.7	1067
6854at7898	Complete	JAFDUU010012659.1	496302	555876	-	2328.9	1191	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Duplicated	JAFDUU010012243.1	510123	568020	-	1957.7	1117	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6873at7898	Duplicated	JAFDUU010012306.1	858279	915835	-	1947.3	1136	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Complete	JAFDUU010011849.1	2725532	2736195	+	2598.8	1175	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Complete	JAFDUU010011198.1	5964535	6019064	-	1718.4	938
6926at7898	Duplicated	JAFDUU010013177.1	1083832	1088553	+	1319.5	1134	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6926at7898	Duplicated	JAFDUU010013418.1	568498	573219	+	1319.5	1134	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6936at7898	Complete	JAFDUU010011765.1	600972	617132	+	1844.7	1146	https://www.orthodb.org/v10?query=6936at7898	rab3 GTPase-activating protein non-catalytic subunit
6976at7898	Duplicated	JAFDUU010012301.1	3140178	3157798	-	1695.7	1128	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6976at7898	Duplicated	JAFDUU010013648.1	145224	162766	-	1695.7	1160	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6978at7898	Complete	JAFDUU010013189.1	42108	60635	+	2287.1	1315
7042at7898	Complete	JAFDUU010012856.1	1737085	1801493	-	1747.4	1005	https://www.orthodb.org/v10?query=7042at7898	ADAM metallopeptidase with thrombospondin type 1 motif, 16
7133at7898	Complete	JAFDUU010012749.1	603856	636010	+	2347.8	1378	https://www.orthodb.org/v10?query=7133at7898	Chromodomain helicase DNA binding protein 2
7219at7898	Complete	JAFDUU010012584.1	641044	653470	-	2137.9	1369	https://www.orthodb.org/v10?query=7219at7898	pseudopodium-enriched atypical kinase 1
7222at7898	Complete	JAFDUU010012767.1	370629	406330	-	2340.3	1193	https://www.orthodb.org/v10?query=7222at7898	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
7263at7898	Duplicated	JAFDUU010012798.1	3665024	3680264	+	2083.1	1468
7263at7898	Duplicated	JAFDUU010013400.1	2283476	2298717	+	2119.8	1456
7318at7898	Complete	JAFDUU010013495.1	2743256	2760159	-	2004.9	1240	https://www.orthodb.org/v10?query=7318at7898	Fanconi anemia group D2 protein
7346at7898	Complete	JAFDUU010013319.1	3587240	3607178	-	1898.8	1358	https://www.orthodb.org/v10?query=7346at7898	protein RRP5 homolog
7429at7898	Duplicated	JAFDUU010012819.1	194253	219148	+	1029.6	864	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7429at7898	Duplicated	JAFDUU010013306.1	420703	445759	+	1029.8	864	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7492at7898	Complete	JAFDUU010012665.1	1090787	1126761	+	1851.8	1440
7534at7898	Complete	JAFDUU010011926.1	1298697	1317527	-	2020.2	1212	https://www.orthodb.org/v10?query=7534at7898	DNA topoisomerase 2-binding protein 1
7550at7898	Complete	JAFDUU010012749.1	4550853	4578301	+	2211.9	1080	https://www.orthodb.org/v10?query=7550at7898	splicing factor 3B subunit 3
7580at7898	Complete	JAFDUU010013308.1	2852497	2866897	+	2111.2	1206	https://www.orthodb.org/v10?query=7580at7898	DNA mismatch repair protein Msh6
7677at7898	Duplicated	JAFDUU010012632.1	1003668	1051842	+	1919.9	1051	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7677at7898	Duplicated	JAFDUU010013066.1	239607	288698	-	1919.9	1051	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7712at7898	Complete	JAFDUU010012660.1	1411130	1435024	+	1916.9	1175
7715at7898	Complete	JAFDUU010011884.1	1647567	1658978	-	1271.5	1105	https://www.orthodb.org/v10?query=7715at7898	Shroom family member 1
7742at7898	Complete	JAFDUU010012769.1	240882	359623	-	1897.1	1015	https://www.orthodb.org/v10?query=7742at7898	WD repeat-containing protein 11
7793at7898	Complete	JAFDUU010012805.1	499321	521855	+	2010.0	1060
7801at7898	Complete	JAFDUU010011613.1	416555	436216	-	1759.5	1473	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
